p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
7,70,12,70.12.a.g,-3,1,4,-39,-1,3:[1:0];11:[1:6];13:[1:6];17:[1:3];19:[1:0];23:[1:0];29:[1:1];31:[1:5];37:[1:5];41:[1:5];43:[1:3];47:[1:3];53:[1:4];59:[1:2];61:[1:0];67:[1:3];71:[1:2];73:[1:3];79:[1:4];83:[1:6],1,1
7,70,12,70.12.a.g,0,3,3,-39,-1,3:[1:1];11:[1:4];13:[1:0];17:[1:1];19:[1:3];23:[1:2];29:[1:5];31:[1:1];37:[1:2];41:[1:0];43:[1:5];47:[1:3];53:[1:4];59:[1:1];61:[1:3];67:[1:4];71:[1:5];73:[1:1];79:[1:2];83:[1:0],1,1
7,70,12,70.12.a.g,-2,1,3,-39,-1,3:[1:4];11:[1:1];13:[1:2];17:[1:2];19:[1:4];23:[1:2];29:[1:6];31:[1:1];37:[1:5];41:[1:4];43:[1:3];47:[1:2];53:[1:1];59:[1:0];61:[1:2];67:[1:1];71:[1:2];73:[1:1];79:[1:5];83:[1:5],1,1
5,70,10,70.10.a.h,1,1,0,17,-1,3:[1:0];11:[1:1];13:[1:1];17:[1:3];19:[1:0];23:[1:0];29:[1:4];31:[1:2];37:[1:0];41:[1:3];43:[1:1];47:[1:2];53:[1:2];59:[1:3];61:[1:4];67:[1:2];71:[1:1];73:[1:3];79:[1:3];83:[1:2],1,1
5,70,10,70.10.a.h,-2,0,2,17,-1,3:[1:3];11:[1:0];13:[1:1];17:[1:1];19:[1:3];23:[1:0];29:[1:1];31:[1:4];37:[1:2];41:[1:4];43:[1:3];47:[1:3];53:[1:1];59:[1:1];61:[1:2];67:[1:1];71:[1:0];73:[1:2];79:[1:2];83:[1:4],1,2
5,70,16,70.16.a.b,-4,2,6,-3,-1,3:[1:0];11:[1:1];13:[1:2];17:[1:4];19:[1:0];23:[1:0];29:[1:1];31:[1:2];37:[1:0];41:[1:3];43:[1:2];47:[1:1];53:[1:4];59:[1:2];61:[1:4];67:[1:1];71:[1:1];73:[1:1];79:[1:2];83:[1:4],1,1
5,70,16,70.16.a.b,-2,0,2,-3,-1,3:[1:1];11:[1:0];13:[1:2];17:[1:3];19:[1:2];23:[1:0];29:[1:4];31:[1:4];37:[1:1];41:[1:4];43:[1:1];47:[1:4];53:[1:2];59:[1:4];61:[1:2];67:[1:3];71:[1:0];73:[1:4];79:[1:3];83:[1:3],1,1
5,70,16,70.16.a.b,-2,0,2,-3,-1,3:[1:1];11:[1:0];13:[1:2];17:[1:3];19:[1:2];23:[1:0];29:[1:4];31:[1:4];37:[1:1];41:[1:4];43:[1:1];47:[1:4];53:[1:2];59:[1:4];61:[1:2];67:[1:3];71:[1:0];73:[1:4];79:[1:3];83:[1:3],1,1
7,70,10,70.10.a.h,0,0,0,17,-1,3:[1:0];11:[1:5];13:[1:6];17:[1:6];19:[1:0];23:[1:0];29:[1:1];31:[1:3];37:[1:6];41:[1:5];43:[1:3];47:[1:5];53:[1:1];59:[1:4];61:[1:0];67:[1:6];71:[1:2];73:[1:6];79:[1:2];83:[1:6],1,1
7,70,10,70.10.a.h,-1,1,2,17,-1,3:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:2];23:[1:1];29:[1:6];31:[1:2];37:[1:6];41:[1:4];43:[1:3];47:[1:1];53:[1:2];59:[1:0];61:[1:1];67:[1:2];71:[1:2];73:[1:2];79:[1:6];83:[1:5],1,1
7,70,10,70.10.a.h,-3,3,6,17,-1,3:[1:2];11:[1:1];13:[1:0];17:[1:2];19:[1:5];23:[1:1];29:[1:5];31:[1:2];37:[1:1];41:[1:0];43:[1:5];47:[1:5];53:[1:1];59:[1:2];61:[1:5];67:[1:1];71:[1:5];73:[1:2];79:[1:1];83:[1:0],1,1
5,70,10,70.10.a.i,1,3,2,1,1,3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:3];37:[1:2];41:[1:3];43:[1:1];47:[1:2];53:[1:1];59:[1:0];61:[1:3];67:[1:2];71:[1:3];73:[1:1];79:[1:0];83:[1:1],1,1
5,70,10,70.10.a.i,-2,0,2,1,1,3:[1:4];11:[1:2];13:[1:3];17:[1:2];19:[1:2];23:[1:0];29:[1:1];31:[1:4];37:[1:2];41:[1:4];43:[1:2];47:[1:1];53:[1:2];59:[1:3];61:[1:0];67:[1:2];71:[1:4];73:[1:0];79:[1:1];83:[1:4],1,2
7,70,10,70.10.a.i,-3,0,3,1,1,3:[1:0];11:[1:5];13:[1:1];17:[1:1];19:[1:0];23:[1:0];29:[1:1];31:[1:4];37:[1:6];41:[1:2];43:[1:3];47:[1:2];53:[1:1];59:[1:3];61:[1:0];67:[1:6];71:[1:2];73:[1:1];79:[1:2];83:[1:1],1,1
7,70,10,70.10.a.i,0,1,1,1,1,3:[1:5];11:[1:1];13:[1:0];17:[1:5];19:[1:2];23:[1:1];29:[1:5];31:[1:5];37:[1:1];41:[1:0];43:[1:5];47:[1:2];53:[1:1];59:[1:5];61:[1:2];67:[1:1];71:[1:5];73:[1:5];79:[1:1];83:[1:0],1,1
7,70,10,70.10.a.i,-1,0,1,1,1,3:[1:6];11:[1:2];13:[1:5];17:[1:3];19:[1:5];23:[1:1];29:[1:6];31:[1:5];37:[1:6];41:[1:3];43:[1:3];47:[1:6];53:[1:2];59:[1:0];61:[1:6];67:[1:2];71:[1:2];73:[1:5];79:[1:6];83:[1:2],1,1
5,70,12,70.12.a.h,-2,2,4,-43,-1,3:[1:2];11:[1:2];13:[1:4];17:[1:4];19:[1:3];23:[1:0];29:[1:4];31:[1:4];37:[1:4];41:[1:4];43:[1:1];47:[1:2];53:[1:1];59:[1:2];61:[1:0];67:[1:4];71:[1:4];73:[1:0];79:[1:4];83:[1:2],1,2
5,70,12,70.12.a.h,-1,1,2,-43,-1,3:[1:3];11:[1:3];13:[1:3];17:[1:4];19:[1:0];23:[1:3];29:[1:0];31:[1:3];37:[1:4];41:[1:3];43:[1:3];47:[1:4];53:[1:3];59:[1:0];61:[1:3];67:[1:4];71:[1:3];73:[1:3];79:[1:0];83:[1:3],1,1
7,70,14,70.14.a.f,-2,0,2,29,1,3:[1:2];11:[1:4];13:[1:2];17:[1:1];19:[1:1];23:[1:4];29:[1:6];31:[1:4];37:[1:3];41:[1:4];43:[1:3];47:[1:4];53:[1:4];59:[1:0];61:[1:4];67:[1:4];71:[1:2];73:[1:4];79:[1:3];83:[1:5],1,1
7,70,14,70.14.a.f,-4,0,4,29,1,3:[1:2];11:[1:4];13:[1:2];17:[1:1];19:[1:1];23:[1:4];29:[1:6];31:[1:4];37:[1:3];41:[1:4];43:[1:3];47:[1:4];53:[1:4];59:[1:0];61:[1:4];67:[1:4];71:[1:2];73:[1:4];79:[1:3];83:[1:5],1,1
7,70,14,70.14.a.f,-3,1,4,29,1,3:[1:4];11:[1:2];13:[1:0];17:[1:4];19:[1:6];23:[1:4];29:[1:5];31:[1:4];37:[1:4];41:[1:0];43:[1:5];47:[1:6];53:[1:2];59:[1:4];61:[1:6];67:[1:2];71:[1:5];73:[1:4];79:[1:4];83:[1:0],1,1
7,70,12,70.12.a.h,0,0,0,-19,1,3:[1:0];11:[1:6];13:[1:1];17:[1:4];19:[1:0];23:[1:0];29:[1:1];31:[1:2];37:[1:5];41:[1:2];43:[1:3];47:[1:4];53:[1:4];59:[1:5];61:[1:0];67:[1:3];71:[1:2];73:[1:4];79:[1:4];83:[1:1],1,1
7,70,12,70.12.a.h,-2,0,2,-19,1,3:[1:3];11:[1:1];13:[1:5];17:[1:5];19:[1:3];23:[1:2];29:[1:6];31:[1:6];37:[1:5];41:[1:3];43:[1:3];47:[1:5];53:[1:1];59:[1:0];61:[1:5];67:[1:1];71:[1:2];73:[1:6];79:[1:5];83:[1:2],1,1
7,70,12,70.12.a.h,-3,0,3,-19,1,3:[1:6];11:[1:4];13:[1:0];17:[1:6];19:[1:4];23:[1:2];29:[1:5];31:[1:6];37:[1:2];41:[1:0];43:[1:5];47:[1:4];53:[1:4];59:[1:6];61:[1:4];67:[1:4];71:[1:5];73:[1:6];79:[1:2];83:[1:0],1,1
5,70,12,70.12.a.e,-2,1,3,-3,-1,3:[1:0];11:[1:1];13:[1:2];17:[1:4];19:[1:0];23:[1:0];29:[1:1];31:[1:2];37:[1:0];41:[1:3];43:[1:2];47:[1:1];53:[1:4];59:[1:2];61:[1:4];67:[1:1];71:[1:1];73:[1:1];79:[1:2];83:[1:4],1,1
5,70,12,70.12.a.e,-5,0,5,-3,-1,3:[1:1];11:[1:0];13:[1:2];17:[1:3];19:[1:2];23:[1:0];29:[1:4];31:[1:4];37:[1:1];41:[1:4];43:[1:1];47:[1:4];53:[1:2];59:[1:4];61:[1:2];67:[1:3];71:[1:0];73:[1:4];79:[1:3];83:[1:3],1,1
5,70,12,70.12.a.e,-1,0,1,-3,-1,3:[1:1];11:[1:0];13:[1:2];17:[1:3];19:[1:2];23:[1:0];29:[1:4];31:[1:4];37:[1:1];41:[1:4];43:[1:1];47:[1:4];53:[1:2];59:[1:4];61:[1:2];67:[1:3];71:[1:0];73:[1:4];79:[1:3];83:[1:3],1,1
7,70,16,70.16.a.b,-3,1,4,-11,-1,3:[1:5];11:[1:1];13:[1:0];17:[1:5];19:[1:2];23:[1:1];29:[1:5];31:[1:5];37:[1:1];41:[1:0];43:[1:5];47:[1:2];53:[1:1];59:[1:5];61:[1:2];67:[1:1];71:[1:5];73:[1:5];79:[1:1];83:[1:0],1,1
7,70,16,70.16.a.b,-2,1,3,-11,-1,3:[1:6];11:[1:2];13:[1:5];17:[1:3];19:[1:5];23:[1:1];29:[1:6];31:[1:5];37:[1:6];41:[1:3];43:[1:3];47:[1:6];53:[1:2];59:[1:0];61:[1:6];67:[1:2];71:[1:2];73:[1:5];79:[1:6];83:[1:2],1,1
7,70,16,70.16.a.b,-4,1,5,-11,-1,3:[1:6];11:[1:2];13:[1:5];17:[1:3];19:[1:5];23:[1:1];29:[1:6];31:[1:5];37:[1:6];41:[1:3];43:[1:3];47:[1:6];53:[1:2];59:[1:0];61:[1:6];67:[1:2];71:[1:2];73:[1:5];79:[1:6];83:[1:2],1,1
7,70,12,70.12.a.e,-3,0,3,-3,1,3:[1:2];11:[1:5];13:[1:3];17:[1:0];19:[1:1];23:[1:5];29:[1:3];31:[1:2];37:[1:2];41:[1:2];43:[1:0];47:[1:0];53:[1:5];59:[1:2];61:[1:6];67:[1:4];71:[1:6];73:[1:3];79:[1:6];83:[1:3],2,1
7,70,12,70.12.a.e,0,2,2,-3,1,3:[1:4];11:[1:1];13:[1:1];17:[1:5];19:[1:4];23:[1:6];29:[1:1];31:[1:5];37:[1:0];41:[1:4];43:[1:5];47:[1:6];53:[1:3];59:[1:0];61:[1:3];67:[1:5];71:[1:0];73:[1:1];79:[1:5];83:[1:0],1,1
5,70,12,70.12.a.f,-2,1,3,-19,1,3:[1:0];11:[1:1];13:[1:2];17:[1:4];19:[1:0];23:[1:0];29:[1:1];31:[1:2];37:[1:0];41:[1:3];43:[1:2];47:[1:1];53:[1:4];59:[1:2];61:[1:4];67:[1:1];71:[1:1];73:[1:1];79:[1:2];83:[1:4],1,1
5,70,12,70.12.a.f,-5,0,5,-19,1,3:[1:1];11:[1:0];13:[1:2];17:[1:3];19:[1:2];23:[1:0];29:[1:4];31:[1:4];37:[1:1];41:[1:4];43:[1:1];47:[1:4];53:[1:2];59:[1:4];61:[1:2];67:[1:3];71:[1:0];73:[1:4];79:[1:3];83:[1:3],1,1
5,70,12,70.12.a.f,-1,0,1,-19,1,3:[1:1];11:[1:0];13:[1:2];17:[1:3];19:[1:2];23:[1:0];29:[1:4];31:[1:4];37:[1:1];41:[1:4];43:[1:1];47:[1:4];53:[1:2];59:[1:4];61:[1:2];67:[1:3];71:[1:0];73:[1:4];79:[1:3];83:[1:3],1,1
5,70,16,70.16.a.a,-4,3,7,-11,1,3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:3];37:[1:1];41:[1:3];43:[1:2];47:[1:1];53:[1:2];59:[1:0];61:[1:3];67:[1:1];71:[1:3];73:[1:2];79:[1:0];83:[1:2],1,1
5,70,16,70.16.a.a,-1,1,2,-11,1,3:[1:3];11:[1:2];13:[1:1];17:[1:1];19:[1:3];23:[1:0];29:[1:4];31:[1:4];37:[1:1];41:[1:4];43:[1:4];47:[1:3];53:[1:4];59:[1:2];61:[1:0];67:[1:1];71:[1:4];73:[1:0];79:[1:4];83:[1:3],1,1
5,70,16,70.16.a.a,-3,1,4,-11,1,3:[1:3];11:[1:2];13:[1:1];17:[1:1];19:[1:3];23:[1:0];29:[1:4];31:[1:4];37:[1:1];41:[1:4];43:[1:4];47:[1:3];53:[1:4];59:[1:2];61:[1:0];67:[1:1];71:[1:4];73:[1:0];79:[1:4];83:[1:3],1,1
7,70,12,70.12.a.f,-3,1,4,-19,1,3:[1:3];11:[1:1];13:[1:6];17:[1:2];19:[1:3];23:[1:6];29:[1:1];31:[1:2];37:[1:0];41:[1:3];43:[1:5];47:[1:1];53:[1:3];59:[1:0];61:[1:4];67:[1:5];71:[1:0];73:[1:6];79:[1:5];83:[1:0],1,2
7,70,12,70.12.a.f,0,1,1,-19,1,3:[1:5];11:[1:5];13:[1:4];17:[1:0];19:[1:6];23:[1:5];29:[1:3];31:[1:5];37:[1:2];41:[1:5];43:[1:0];47:[1:0];53:[1:5];59:[1:5];61:[1:1];67:[1:4];71:[1:6];73:[1:4];79:[1:6];83:[1:4],1,1
5,70,14,70.14.a.e,-4,2,6,29,1,3:[1:0];11:[1:1];13:[1:4];17:[1:2];19:[1:0];23:[1:0];29:[1:4];31:[1:2];37:[1:0];41:[1:3];43:[1:4];47:[1:3];53:[1:3];59:[1:3];61:[1:4];67:[1:3];71:[1:1];73:[1:2];79:[1:3];83:[1:3],1,1
5,70,14,70.14.a.e,-5/2,1/2,3,29,1,3:[1:2];11:[1:0];13:[1:4];17:[1:4];19:[1:3];23:[1:0];29:[1:1];31:[1:4];37:[1:3];41:[1:4];43:[1:2];47:[1:2];53:[1:4];59:[1:1];61:[1:2];67:[1:4];71:[1:0];73:[1:3];79:[1:2];83:[1:1],2,1
7,70,16,70.16.a.a,-3,2,5,-3,1,3:[1:0];11:[1:5];13:[1:6];17:[1:6];19:[1:0];23:[1:0];29:[1:1];31:[1:3];37:[1:6];41:[1:5];43:[1:3];47:[1:5];53:[1:1];59:[1:4];61:[1:0];67:[1:6];71:[1:2];73:[1:6];79:[1:2];83:[1:6],1,1
7,70,16,70.16.a.a,-2,2,4,-3,1,3:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:2];23:[1:1];29:[1:6];31:[1:2];37:[1:6];41:[1:4];43:[1:3];47:[1:1];53:[1:2];59:[1:0];61:[1:1];67:[1:2];71:[1:2];73:[1:2];79:[1:6];83:[1:5],1,1
7,70,16,70.16.a.a,-4,2,6,-3,1,3:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:2];23:[1:1];29:[1:6];31:[1:2];37:[1:6];41:[1:4];43:[1:3];47:[1:1];53:[1:2];59:[1:0];61:[1:1];67:[1:2];71:[1:2];73:[1:2];79:[1:6];83:[1:5],1,1
5,70,12,70.12.a.d,-2,2,4,-31,1,3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:3];37:[1:1];41:[1:3];43:[1:2];47:[1:1];53:[1:2];59:[1:0];61:[1:3];67:[1:1];71:[1:3];73:[1:2];79:[1:0];83:[1:2],1,1
5,70,12,70.12.a.d,-4,0,4,-31,1,3:[1:3];11:[1:2];13:[1:1];17:[1:1];19:[1:3];23:[1:0];29:[1:4];31:[1:4];37:[1:1];41:[1:4];43:[1:4];47:[1:3];53:[1:4];59:[1:2];61:[1:0];67:[1:1];71:[1:4];73:[1:0];79:[1:4];83:[1:3],1,1
5,70,12,70.12.a.d,-1,1,2,-31,1,3:[1:3];11:[1:2];13:[1:1];17:[1:1];19:[1:3];23:[1:0];29:[1:4];31:[1:4];37:[1:1];41:[1:4];43:[1:4];47:[1:3];53:[1:4];59:[1:2];61:[1:0];67:[1:1];71:[1:4];73:[1:0];79:[1:4];83:[1:3],1,1
7,70,14,70.14.a.e,-3,0,3,13,-1,3:[1:0];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:0];29:[1:1];31:[1:1];37:[1:3];41:[1:2];43:[1:3];47:[1:1];53:[1:2];59:[1:6];61:[1:0];67:[1:5];71:[1:2];73:[1:2];79:[1:1];83:[1:1],1,1
7,70,14,70.14.a.e,-2,0,2,13,-1,3:[1:5];11:[1:4];13:[1:5];17:[1:6];19:[1:6];23:[1:4];29:[1:6];31:[1:3];37:[1:3];41:[1:3];43:[1:3];47:[1:3];53:[1:4];59:[1:0];61:[1:3];67:[1:4];71:[1:2];73:[1:3];79:[1:3];83:[1:2],1,1
7,70,14,70.14.a.e,-4,0,4,13,-1,3:[1:5];11:[1:4];13:[1:5];17:[1:6];19:[1:6];23:[1:4];29:[1:6];31:[1:3];37:[1:3];41:[1:3];43:[1:3];47:[1:3];53:[1:4];59:[1:0];61:[1:3];67:[1:4];71:[1:2];73:[1:3];79:[1:3];83:[1:2],1,1
7,70,12,70.12.a.d,-3,1,4,-11,-1,3:[1:3];11:[1:1];13:[1:6];17:[1:2];19:[1:3];23:[1:6];29:[1:1];31:[1:2];37:[1:0];41:[1:3];43:[1:5];47:[1:1];53:[1:3];59:[1:0];61:[1:4];67:[1:5];71:[1:0];73:[1:6];79:[1:5];83:[1:0],1,2
7,70,12,70.12.a.d,0,1,1,-11,-1,3:[1:5];11:[1:5];13:[1:4];17:[1:0];19:[1:6];23:[1:5];29:[1:3];31:[1:5];37:[1:2];41:[1:5];43:[1:0];47:[1:0];53:[1:5];59:[1:5];61:[1:1];67:[1:4];71:[1:6];73:[1:4];79:[1:6];83:[1:4],1,1
5,70,14,70.14.a.c,-2,2,4,17,-1,3:[1:0];11:[1:1];13:[1:1];17:[1:3];19:[1:0];23:[1:0];29:[1:4];31:[1:2];37:[1:0];41:[1:3];43:[1:1];47:[1:2];53:[1:2];59:[1:3];61:[1:4];67:[1:2];71:[1:1];73:[1:3];79:[1:3];83:[1:2],1,1
5,70,14,70.14.a.c,-5,1,6,17,-1,3:[1:3];11:[1:0];13:[1:1];17:[1:1];19:[1:3];23:[1:0];29:[1:1];31:[1:4];37:[1:2];41:[1:4];43:[1:3];47:[1:3];53:[1:1];59:[1:1];61:[1:2];67:[1:1];71:[1:0];73:[1:2];79:[1:2];83:[1:4],1,1
5,70,14,70.14.a.c,-1,0,1,17,-1,3:[1:3];11:[1:0];13:[1:1];17:[1:1];19:[1:3];23:[1:0];29:[1:1];31:[1:4];37:[1:2];41:[1:4];43:[1:3];47:[1:3];53:[1:1];59:[1:1];61:[1:2];67:[1:1];71:[1:0];73:[1:2];79:[1:2];83:[1:4],1,1
7,70,14,70.14.a.c,-1,0,1,1,1,3:[1:5];11:[1:4];13:[1:6];17:[1:1];19:[1:6];23:[1:5];29:[1:1];31:[1:1];37:[1:0];41:[1:3];43:[1:5];47:[1:2];53:[1:5];59:[1:0];61:[1:1];67:[1:6];71:[1:0];73:[1:3];79:[1:3];83:[1:0],1,1
7,70,14,70.14.a.c,-3,1,4,1,1,3:[1:6];11:[1:6];13:[1:4];17:[1:0];19:[1:5];23:[1:3];29:[1:3];31:[1:6];37:[1:4];41:[1:5];43:[1:0];47:[1:0];53:[1:6];59:[1:6];61:[1:2];67:[1:2];71:[1:6];73:[1:2];79:[1:5];83:[1:4],1,1
7,70,14,70.14.a.c,-3,1,4,1,1,3:[1:6];11:[1:6];13:[1:4];17:[1:0];19:[1:5];23:[1:3];29:[1:3];31:[1:6];37:[1:4];41:[1:5];43:[1:0];47:[1:0];53:[1:6];59:[1:6];61:[1:2];67:[1:2];71:[1:6];73:[1:2];79:[1:5];83:[1:4],1,1
5,70,14,70.14.a.d,-2,3,5,13,-1,3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:3];37:[1:2];41:[1:3];43:[1:1];47:[1:2];53:[1:1];59:[1:0];61:[1:3];67:[1:2];71:[1:3];73:[1:1];79:[1:0];83:[1:1],1,1
5,70,14,70.14.a.d,-1,0,1,13,-1,3:[1:4];11:[1:2];13:[1:3];17:[1:2];19:[1:2];23:[1:0];29:[1:1];31:[1:4];37:[1:2];41:[1:4];43:[1:2];47:[1:1];53:[1:2];59:[1:3];61:[1:0];67:[1:2];71:[1:4];73:[1:0];79:[1:1];83:[1:4],1,1
5,70,14,70.14.a.d,-4,0,4,13,-1,3:[1:4];11:[1:2];13:[1:3];17:[1:2];19:[1:2];23:[1:0];29:[1:1];31:[1:4];37:[1:2];41:[1:4];43:[1:2];47:[1:1];53:[1:2];59:[1:3];61:[1:0];67:[1:2];71:[1:4];73:[1:0];79:[1:1];83:[1:4],1,1
5,70,20,70.20.a.b,-5,1,6,-3,-1,3:[1:0];11:[1:1];13:[1:3];17:[1:1];19:[1:0];23:[1:0];29:[1:1];31:[1:2];37:[1:0];41:[1:3];43:[1:3];47:[1:4];53:[1:1];59:[1:2];61:[1:4];67:[1:4];71:[1:1];73:[1:4];79:[1:2];83:[1:1],1,1
5,70,20,70.20.a.b,-2,0,2,-3,-1,3:[1:4];11:[1:0];13:[1:3];17:[1:2];19:[1:2];23:[1:0];29:[1:4];31:[1:4];37:[1:4];41:[1:4];43:[1:4];47:[1:1];53:[1:3];59:[1:4];61:[1:2];67:[1:2];71:[1:0];73:[1:1];79:[1:3];83:[1:2],1,2
5,70,20,70.20.a.b,-7,0,7,-3,-1,3:[1:4];11:[1:0];13:[1:3];17:[1:2];19:[1:2];23:[1:0];29:[1:4];31:[1:4];37:[1:4];41:[1:4];43:[1:4];47:[1:1];53:[1:3];59:[1:4];61:[1:2];67:[1:2];71:[1:0];73:[1:1];79:[1:3];83:[1:2],1,1
5,70,12,70.12.a.c,-2,2,4,-47,-1,3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:3];37:[1:1];41:[1:3];43:[1:2];47:[1:1];53:[1:2];59:[1:0];61:[1:3];67:[1:1];71:[1:3];73:[1:2];79:[1:0];83:[1:2],1,1
5,70,12,70.12.a.c,-4,0,4,-47,-1,3:[1:3];11:[1:2];13:[1:1];17:[1:1];19:[1:3];23:[1:0];29:[1:4];31:[1:4];37:[1:1];41:[1:4];43:[1:4];47:[1:3];53:[1:4];59:[1:2];61:[1:0];67:[1:1];71:[1:4];73:[1:0];79:[1:4];83:[1:3],1,1
5,70,12,70.12.a.c,-1,1,2,-47,-1,3:[1:3];11:[1:2];13:[1:1];17:[1:1];19:[1:3];23:[1:0];29:[1:4];31:[1:4];37:[1:1];41:[1:4];43:[1:4];47:[1:3];53:[1:4];59:[1:2];61:[1:0];67:[1:1];71:[1:4];73:[1:0];79:[1:4];83:[1:3],1,1
5,70,18,70.18.a.f,-4,2,6,29,1,3:[1:0];11:[1:1];13:[1:1];17:[1:3];19:[1:0];23:[1:0];29:[1:4];31:[1:2];37:[1:0];41:[1:3];43:[1:1];47:[1:2];53:[1:2];59:[1:3];61:[1:4];67:[1:2];71:[1:1];73:[1:3];79:[1:3];83:[1:2],1,1
5,70,18,70.18.a.f,-7,1,8,29,1,3:[1:3];11:[1:0];13:[1:1];17:[1:1];19:[1:3];23:[1:0];29:[1:1];31:[1:4];37:[1:2];41:[1:4];43:[1:3];47:[1:3];53:[1:1];59:[1:1];61:[1:2];67:[1:1];71:[1:0];73:[1:2];79:[1:2];83:[1:4],1,1
5,70,18,70.18.a.f,-5/2,0,5/2,29,1,3:[1:3];11:[1:0];13:[1:1];17:[1:1];19:[1:3];23:[1:0];29:[1:1];31:[1:4];37:[1:2];41:[1:4];43:[1:3];47:[1:3];53:[1:1];59:[1:1];61:[1:2];67:[1:1];71:[1:0];73:[1:2];79:[1:2];83:[1:4],2,1
7,70,14,70.14.a.d,-1,1,2,13,-1,3:[1:5];11:[1:4];13:[1:6];17:[1:1];19:[1:6];23:[1:5];29:[1:1];31:[1:1];37:[1:0];41:[1:3];43:[1:5];47:[1:2];53:[1:5];59:[1:0];61:[1:1];67:[1:6];71:[1:0];73:[1:3];79:[1:3];83:[1:0],1,1
7,70,14,70.14.a.d,-3,1,4,13,-1,3:[1:6];11:[1:6];13:[1:4];17:[1:0];19:[1:5];23:[1:3];29:[1:3];31:[1:6];37:[1:4];41:[1:5];43:[1:0];47:[1:0];53:[1:6];59:[1:6];61:[1:2];67:[1:2];71:[1:6];73:[1:2];79:[1:5];83:[1:4],1,1
7,70,14,70.14.a.d,-3,1,4,13,-1,3:[1:6];11:[1:6];13:[1:4];17:[1:0];19:[1:5];23:[1:3];29:[1:3];31:[1:6];37:[1:4];41:[1:5];43:[1:0];47:[1:0];53:[1:6];59:[1:6];61:[1:2];67:[1:2];71:[1:6];73:[1:2];79:[1:5];83:[1:4],1,1
5,70,14,70.14.a.b,-2,0,2,1,1,3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:3];37:[1:2];41:[1:3];43:[1:1];47:[1:2];53:[1:1];59:[1:0];61:[1:3];67:[1:2];71:[1:3];73:[1:1];79:[1:0];83:[1:1],1,1
5,70,14,70.14.a.b,-1,0,1,1,1,3:[1:4];11:[1:2];13:[1:3];17:[1:2];19:[1:2];23:[1:0];29:[1:1];31:[1:4];37:[1:2];41:[1:4];43:[1:2];47:[1:1];53:[1:2];59:[1:3];61:[1:0];67:[1:2];71:[1:4];73:[1:0];79:[1:1];83:[1:4],1,1
5,70,14,70.14.a.b,-4,0,4,1,1,3:[1:4];11:[1:2];13:[1:3];17:[1:2];19:[1:2];23:[1:0];29:[1:1];31:[1:4];37:[1:2];41:[1:4];43:[1:2];47:[1:1];53:[1:2];59:[1:3];61:[1:0];67:[1:2];71:[1:4];73:[1:0];79:[1:1];83:[1:4],1,1
7,70,12,70.12.a.c,-3,0,3,-39,-1,3:[1:2];11:[1:5];13:[1:3];17:[1:0];19:[1:1];23:[1:5];29:[1:3];31:[1:2];37:[1:2];41:[1:2];43:[1:0];47:[1:0];53:[1:5];59:[1:2];61:[1:6];67:[1:4];71:[1:6];73:[1:3];79:[1:6];83:[1:3],2,1
7,70,12,70.12.a.c,0,1,1,-39,-1,3:[1:4];11:[1:1];13:[1:1];17:[1:5];19:[1:4];23:[1:6];29:[1:1];31:[1:5];37:[1:0];41:[1:4];43:[1:5];47:[1:6];53:[1:3];59:[1:0];61:[1:3];67:[1:5];71:[1:0];73:[1:1];79:[1:5];83:[1:0],1,1
5,70,16,70.16.a.g,-4,1,5,-43,-1,3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:3];37:[1:1];41:[1:3];43:[1:2];47:[1:1];53:[1:2];59:[1:0];61:[1:3];67:[1:1];71:[1:3];73:[1:2];79:[1:0];83:[1:2],1,1
5,70,16,70.16.a.g,-1,0,1,-43,-1,3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:3];37:[1:1];41:[1:3];43:[1:2];47:[1:1];53:[1:2];59:[1:0];61:[1:3];67:[1:1];71:[1:3];73:[1:2];79:[1:0];83:[1:2],1,1
5,70,16,70.16.a.g,0,2,2,-43,-1,3:[1:3];11:[1:2];13:[1:1];17:[1:1];19:[1:3];23:[1:0];29:[1:4];31:[1:4];37:[1:1];41:[1:4];43:[1:4];47:[1:3];53:[1:4];59:[1:2];61:[1:0];67:[1:1];71:[1:4];73:[1:0];79:[1:4];83:[1:3],1,1
